TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_STUDIO_MATPTINC,NUMINST_UTC_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4_MATPTINC,NUMINST_5PLUS_MATPTINC,TPUP_MATPTINC,KS2ASS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_ALL4_MATPTINC,ATT8SCR_WGTAVG,P8MEACOV,P8MEA_WGTAVG,P8CILOW,P8CIUPP,PTL2BASICS_95_WGTAVG,EBACCAPS_WGTAVG,PTEBACC_95_WGTAVG,PTEBACC_94_WGTAVG,PTEBACC_E_PTQ_EE_WGTAVG,ATT8SCR_WGTAVG_FSM6CLA1A,P8MEACOV_FSM6CLA1A,P8MEA_WGTAVG_FSM6CLA1A,P8CILOW_FSM6CLA1A,P8CIUPP_FSM6CLA1A,PTL2BASICS_95_WGTAVG_FSM6CLA1A,EBACCAPS_WGTAVG_FSM6CLA1A,PTEBACC_95_WGTAVG_FSM6CLA1A,PTEBACC_94_WGTAVG_FSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_FSM6CLA1A,ATT8SCR_WGTAVG_NFSM6CLA1A,P8MEACOV_NFSM6CLA1A,P8MEA_WGTAVG_NFSM6CLA1A,P8CILOW_NFSM6CLA1A,P8CIUPP_NFSM6CLA1A,PTL2BASICS_95_WGTAVG_NFSM6CLA1A,EBACCAPS_WGTAVG_NFSM6CLA1A,PTEBACC_95_WGTAVG_NFSM6CLA1A,PTEBACC_94_WGTAVG_NFSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_NFSM6CLA1A,P8_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,NUMINST_STUDIO_INMAT,NUMINST_UTC_INMAT,TPUP_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trusts,THE THINKING SCHOOLS ACADEMY TRUST,5049,TR02276,7359755,10058356,South East,136108;136313;136594;139714;146624,5,2,3,0,0,0,5,0,0,5,937,105.3,27%,73%,20%,12%,45.8,94%,-0.33,-0.42,-0.24,47%,4.09,23%,30%,46%,30.4,96%,-1.1,-1.28,-0.93,20%,2.6,6%,11%,24%,51.6,94%,-0.03,-0.14,0.08,57%,4.64,30%,38%,54%,Below average,136108;136313;136556;136594;137755;139714;146624;148369,8,5,3,0,0,0,1422,24%,76%
202223,AcademicYear,Multi-academy trusts,LINCOLNSHIRE GATEWAY ACADEMIES TRUST,5079,TR02302,8085503,10059809,Yorkshire and the Humber,136192;136268;142392;144968,4,1,3,0,0,0,4,0,0,4,739,104.1,27%,73%,3%,11%,44.2,98%,-0.17,-0.27,-0.07,32%,3.79,9%,16%,25%,38,99%,-0.55,-0.75,-0.36,18%,3.15,4%,7%,16%,46.4,97%,-0.03,-0.15,0.09,37%,4.02,11%,19%,29%,Below average,136192;136268;142392;144968,4,1,3,0,0,0,739,27%,73%
202223,AcademicYear,Multi-academy trusts,NOVA EDUCATION TRUST,5084,TR02306,7635510,10055362,East Midlands,135761;136878;138411;140984;141010;144489;144687;144768;146374,9,3,3,3,0,0,9,0,0,9,1381,103.6,29%,71%,10%,11%,46.3,95%,0.05,-0.03,0.13,47%,4.01,16%,21%,31%,34.8,94%,-0.5,-0.64,-0.36,26%,2.88,4%,8%,14%,50.9,96%,0.27,0.18,0.36,55%,4.46,20%,26%,38%,Average,135761;136878;138411;140984;141010;144489;144687;144768;146374,9,3,3,3,0,0,1381,29%,71%
202223,AcademicYear,Multi-academy trusts,TRURO & PENWITH ACADEMY TRUST,5119,TR02603,8880841,10060726,South West,140675;145211;146325,3,1,2,0,0,0,3,0,0,3,272,102.4,28%,72%,4%,17%,42.9,97%,-0.05,-0.23,0.12,41%,3.54,6%,11%,31%,30.7,99%,-0.66,-0.98,-0.34,19%,2.55,1%,5%,26%,47.7,96%,0.19,-0.01,0.39,49%,3.93,8%,14%,33%,Average,140675;145211;146325,3,1,2,0,0,0,272,28%,72%
202223,AcademicYear,Multi-academy trusts,TUDOR GRANGE ACADEMIES TRUST,5128,TR02332,7365748,10058359,West Midlands,135913;136310;137161;140731;144479;146379,6,3,3,0,0,0,6,0,0,6,1032,104.4,26%,74%,8%,15%,44.8,95%,-0.26,-0.35,-0.17,43%,4.02,17%,26%,50%,32.2,97%,-0.98,-1.15,-0.81,22%,2.74,2%,7%,25%,49.2,94%,0,-0.1,0.11,51%,4.47,22%,33%,59%,Below average,135913;136310;137161;140731;144479;146379,6,3,3,0,0,0,1032,26%,74%
202223,AcademicYear,Multi-academy trusts,TWYFORD CHURCH OF ENGLAND ACADEMIES TRUST,5132,TR02337,7648968,10058781,London,137546;139725;142654;145724,4,1,0,3,0,0,4,0,0,4,611,106.6,23%,77%,22%,7%,63.5,97%,1.15,1.04,1.26,75%,6.07,56%,72%,88%,54.1,98%,0.73,0.49,0.97,60%,5.08,38%,56%,80%,66.2,97%,1.27,1.14,1.4,79%,6.36,61%,77%,90%,Well above average,137546;139725;142654;145724,4,1,0,3,0,0,611,23%,77%
202223,AcademicYear,Multi-academy trusts,UFFCULME ACADEMY TRUST,5141,TR02342,7338835,10058321,South West,136287;136295;144392,3,2,1,0,0,0,3,0,2,1,540,104.2,21%,79%,5%,12%,50.6,96%,0.39,0.27,0.51,53%,4.26,10%,16%,20%,40.5,93%,-0.2,-0.46,0.07,26%,3.31,3%,4%,8%,53.3,96%,0.54,0.41,0.68,60%,4.51,12%,19%,23%,Above average,136287;136295;144392,3,2,1,0,0,0,540,21%,79%
202223,AcademicYear,Multi-academy trusts,UNITED LEARNING TRUST,5143,TR02343,4439859,10037395,North West,130912;131749;131895;131896;132727;134224;134814;134815;135071;135262;135296;135364;135365;135620;135621;135649;135760;135962;135966;136551;136636;136650;137782;138193;139258;139664;140007;140008;140265;140515;140679;140962;141617;142073;144356;144502;145034;145313;145372;146793;147439;147467;148003,43,9,31,2,0,1,43,1,9,33,6846,103.7,SUPPMAT,SUPPMAT,27%,17%,48.2,91%,0.24,0.21,0.28,50%,4.3,22%,30%,46%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,Above average,130912;131749;131895;131896;132727;134224;134814;134815;135071;135262;135296;135364;135365;135620;135621;135649;135760;135962;135966;136551;136636;136650;137782;138193;139258;139664;140007;140008;140265;140515;140679;140962;141617;142073;144356;144502;145034;145313;145372;146276;146793;147439;147467;148003;148393,45,9,33,2,0,1,7232,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trusts,VALLEY INVICTA ACADEMIES TRUST,5178,TR02362,7559256,10058619,South East,136581;136582;143954,3,2,1,0,0,0,3,0,0,3,658,105.4,15%,85%,11%,8%,48.8,95%,-0.03,-0.14,0.08,47%,4.46,29%,44%,69%,35,99%,-0.77,-1.05,-0.48,19%,2.99,14%,22%,47%,51.3,95%,0.1,-0.02,0.22,52%,4.71,32%,48%,73%,Average,136581;136582;143954,3,2,1,0,0,0,658,15%,85%
202223,AcademicYear,Multi-academy trusts,WASHWOOD HEATH MULTI ACADEMY TRUST,5226,TR02400,8531479,10060454,West Midlands,139888;141668;144306,3,1,2,0,0,0,3,0,0,3,598,101.8,54%,46%,53%,9%,41.2,91%,-0.06,-0.17,0.06,30%,3.64,12%,21%,55%,39.1,90%,-0.1,-0.26,0.07,26%,3.42,10%,17%,49%,43.6,93%,-0.01,-0.18,0.16,36%,3.9,14%,26%,63%,Average,139888;141668;144306,3,1,2,0,0,0,598,54%,46%
202223,AcademicYear,Multi-academy trusts,FUTURA LEARNING PARTNERSHIP,5253,TR02421,7746787,10059285,South West,137523;138204;141665;142127,4,2,1,0,1,0,4,0,1,3,644,103.6,19%,81%,2%,13%,46.9,98%,0.14,0.03,0.25,48%,3.95,9%,13%,16%,33.9,100%,-0.63,-0.87,-0.38,21%,2.71,2%,2%,6%,50,97%,0.32,0.19,0.44,54%,4.24,11%,15%,18%,Above average,137523;138204;141665;142127,4,2,1,0,1,0,644,19%,81%
202223,AcademicYear,Multi-academy trusts,WEST NORFOLK ACADEMIES TRUST,5275,TR02565,7546118,10058560,East of England,136515;140557;142396;143520,4,1,3,0,0,0,4,0,0,4,674,102.5,24%,76%,11%,16%,43.8,97%,0.08,-0.03,0.19,38%,3.81,11%,17%,29%,31.5,98%,-0.49,-0.71,-0.27,13%,2.7,2%,6%,17%,47.7,97%,0.27,0.14,0.39,46%,4.16,14%,21%,33%,Average,136515;140557;142396;143520,4,1,3,0,0,0,674,24%,76%
202223,AcademicYear,Multi-academy trusts,THE WHITE HORSE FEDERATION,5315,TR02468,8075785,10048061,South West,130247;137160;138630;146344,4,3,1,0,0,0,4,0,0,4,748,103.7,22%,78%,9%,17%,44.7,96%,-0.06,-0.17,0.04,43%,3.84,10%,14%,26%,30.1,98%,-0.85,-1.07,-0.63,13%,2.53,2%,6%,18%,48.8,95%,0.16,0.05,0.28,51%,4.21,12%,16%,28%,Average,130247;137160;138630;146344,4,3,1,0,0,0,748,22%,78%
202223,AcademicYear,Multi-academy trusts,WHITE ROSE ACADEMIES TRUST,5316,TR02700,7958615,10059613,Yorkshire and the Humber,135935;136826;139646,3,0,3,0,0,0,3,0,0,3,590,100,54%,46%,28%,20%,37.6,87%,-0.26,-0.38,-0.14,29%,3.18,7%,12%,27%,32.1,88%,-0.53,-0.69,-0.36,21%,2.69,5%,10%,25%,44.2,86%,0.07,-0.11,0.25,40%,3.75,9%,14%,28%,Below average,135935;136826;139646,3,0,3,0,0,0,590,54%,46%
202223,AcademicYear,Multi-academy trusts,WICKERSLEY PARTNERSHIP TRUST,5329,TR02478,8833508,10060709,Yorkshire and the Humber,140553;140646;143545;145954,4,1,3,0,0,0,4,0,0,4,828,103.7,33%,67%,11%,20%,41.8,97%,-0.4,-0.49,-0.3,35%,3.47,6%,11%,42%,31,96%,-0.84,-1.01,-0.67,16%,2.52,3%,6%,44%,47.2,97%,-0.18,-0.29,-0.06,45%,3.95,8%,14%,41%,Below average,140553;140646;143545;145954;148547,5,2,3,0,0,0,919,35%,65%
202223,AcademicYear,Multi-academy trusts,WINDSOR ACADEMY TRUST,5361,TR02503,7523436,10058502,West Midlands,136618;137773;144988;146443,4,3,1,0,0,0,4,0,1,3,773,103.9,23%,77%,9%,11%,46.1,98%,0.07,-0.04,0.17,41%,3.78,10%,13%,19%,36.6,97%,-0.41,-0.62,-0.2,22%,2.93,4%,7%,16%,49.1,98%,0.22,0.1,0.33,48%,4.04,12%,15%,20%,Average,136618;137773;144988;146443,4,3,1,0,0,0,773,23%,77%
202223,AcademicYear,Multi-academy trusts,WOODARD ACADEMIES TRUST,5385,TR02518,6415729,10027236,South East,135744;135745;136824;136923;139658;142174,6,0,5,1,0,0,6,0,0,6,989,103,30%,70%,14%,21%,39.8,93%,-0.42,-0.52,-0.33,33%,3.48,13%,21%,36%,30.3,92%,-0.95,-1.12,-0.78,15%,2.56,5%,10%,21%,43.7,94%,-0.21,-0.31,-0.1,40%,3.86,17%,26%,42%,Below average,135744;135745;136824;136923;139658;142174,6,0,5,1,0,0,989,30%,70%
202223,AcademicYear,Multi-academy trusts,GREENSHAW LEARNING TRUST,5452,TR00911,7633694,10058734,South West,136800;142040;142577;144013;145135;145480;147219;147300;147935;148036,10,3,7,0,0,0,10,2,2,6,1549,103,33%,67%,18%,19%,48.5,93%,0.39,0.31,0.46,49%,4.2,14%,19%,28%,40.4,94%,-0.15,-0.27,-0.02,34%,3.44,9%,13%,19%,52.3,92%,0.64,0.55,0.73,55%,4.55,16%,22%,32%,Above average,136626;136800;142040;142577;144013;144760;145135;145480;147219;147300;147935;148036;149435,13,5,7,0,1,0,2019,31%,69%
202223,AcademicYear,Multi-academy trusts,LEARNER ENGAGEMENT AND ACHIEVEMENT PARTNERSHIP MULTI-ACADEMY TRUST,5478,TR00305,7361021,10058357,Yorkshire and the Humber,136301;141730;145521,3,3,0,0,0,0,3,0,0,3,628,103.2,24%,76%,8%,14%,42.3,99%,-0.26,-0.37,-0.15,36%,3.51,9%,14%,21%,33.2,99%,-0.72,-0.94,-0.49,16%,2.65,3%,5%,11%,45.2,99%,-0.11,-0.24,0.01,42%,3.79,11%,17%,25%,Below average,136301;141730;145521,3,3,0,0,0,0,628,24%,76%
202223,AcademicYear,Multi-academy trusts,CORNWALL EDUCATION LEARNING TRUST,5479,TR01632,7565242,10055139,South West,136533;136573;145108;147442,4,2,2,0,0,0,4,2,1,1,851,103.7,21%,79%,3%,12%,48.6,98%,0.26,0.16,0.35,43%,4.17,14%,20%,29%,39.7,99%,-0.12,-0.33,0.09,24%,3.26,6%,8%,16%,50.9,98%,0.35,0.25,0.46,48%,4.4,16%,23%,33%,Above average,136533;136573;145108;147442,4,2,2,0,0,0,851,21%,79%
202223,AcademicYear,Multi-academy trusts,PARTNERSHIP LEARNING,5485,TR01615,8339345,10053276,London,139791;141683;142908;143144;143946;145106,6,3,1,2,0,0,6,0,1,5,1136,103.7,33%,67%,37%,10%,48.2,91%,0.26,0.17,0.34,47%,4.46,27%,40%,72%,42.3,95%,-0.13,-0.28,0.02,37%,3.87,20%,30%,66%,51,89%,0.45,0.35,0.56,53%,4.75,30%,45%,76%,Above average,139791;141683;142908;143144;143946;145106;148932,7,3,1,2,0,1,1146,33%,67%
202223,AcademicYear,Multi-academy trusts,THE ATHELSTAN TRUST,5494,TR01381,7699625,10059106,South West,136985;137308;138421;142316,4,3,1,0,0,0,4,1,0,3,666,104.5,14%,86%,6%,12%,48.7,96%,0.17,0.06,0.28,51%,4.32,18%,27%,38%,36.1,97%,-0.61,-0.9,-0.31,30%,3.08,8%,13%,24%,50.7,96%,0.29,0.17,0.4,55%,4.51,20%,29%,41%,Above average,136985;137308;138421;142316;148295,5,4,1,0,0,0,807,14%,86%
202223,AcademicYear,Multi-academy trusts,INVICTUS EDUCATION TRUST,5519,TR02737,9284368,10060890,West Midlands,141325;141342;141343;141570;143582;145593,6,3,3,0,0,0,6,0,0,6,960,103.4,24%,76%,9%,16%,42.2,98%,-0.27,-0.36,-0.18,34%,3.47,7%,11%,27%,31.9,96%,-0.78,-0.96,-0.59,17%,2.58,3%,6%,20%,45.5,99%,-0.12,-0.22,-0.01,39%,3.76,8%,13%,29%,Below average,141325;141342;141343;141570;143582;145593,6,3,3,0,0,0,960,24%,76%
202223,AcademicYear,Multi-academy trusts,ARETÉ LEARNING TRUST,5622,TR03123,9471240,10060960,Yorkshire and the Humber,141930;145090;146969,3,2,1,0,0,0,3,0,1,2,592,104.4,19%,81%,3%,13%,47.2,96%,0,-0.11,0.12,46%,4.22,19%,27%,45%,34.5,93%,-0.63,-0.9,-0.36,19%,3.02,6%,12%,33%,50.2,97%,0.15,0.02,0.28,52%,4.51,23%,31%,48%,Average,141930;145090;146969,3,2,1,0,0,0,592,19%,81%
202223,AcademicYear,Multi-academy trusts,HOPE SENTAMU LEARNING TRUST,5632,TR01418,7559537,10058624,Yorkshire and the Humber,136544;143864;144929;146769;146819,5,2,3,0,0,0,5,0,2,3,721,103.4,21%,79%,4%,10%,42.8,97%,-0.23,-0.34,-0.13,40%,3.75,12%,19%,36%,31.3,99%,-0.81,-1.04,-0.59,20%,2.65,2%,5%,19%,45.7,96%,-0.08,-0.2,0.04,45%,4.03,15%,22%,41%,Below average,135598;136544;143864;144929;146769;146819,6,2,4,0,0,0,977,30%,70%
202223,AcademicYear,Multi-academy trusts,SHARE MULTI ACADEMY TRUST,5635,TR01902,7729878,10059231,Yorkshire and the Humber,137352;146327;146365,3,2,1,0,0,0,3,0,2,1,680,102.1,24%,76%,19%,16%,47.2,97%,0.44,0.33,0.55,47%,4.29,22%,36%,55%,35.2,96%,-0.19,-0.41,0.03,21%,3.03,9%,15%,32%,50.8,98%,0.63,0.5,0.75,54%,4.67,26%,42%,62%,Above average,137352;146327;146365;149162,4,3,1,0,0,0,920,26%,74%
202223,AcademicYear,Multi-academy trusts,ARDEN MULTI ACADEMY TRUST,5671,TR00078,7375267,10058364,West Midlands,135971;136333;136991;137008,4,3,1,0,0,0,4,0,1,3,847,104.8,20%,80%,6%,11%,49.5,96%,0.2,0.1,0.3,47%,4.2,15%,23%,37%,38.2,96%,-0.52,-0.74,-0.3,22%,3.04,3%,9%,25%,52.4,96%,0.38,0.27,0.49,53%,4.49,18%,26%,40%,Above average,135971;136333;136991;137008,4,3,1,0,0,0,847,20%,80%
202223,AcademicYear,Multi-academy trusts,TRINITY MULTI ACADEMY TRUST,5689,TR02674,6897239,10058262,Yorkshire and the Humber,136094;144946;145579,3,1,2,0,0,0,3,0,1,2,599,102.4,40%,60%,17%,15%,47.4,96%,0.43,0.32,0.55,40%,4.12,15%,29%,52%,39.8,94%,0.17,-0.02,0.35,26%,3.35,9%,17%,36%,52.4,98%,0.6,0.45,0.75,48%,4.61,19%,36%,62%,Above average,136094;144946;145579;148545,4,1,3,0,0,0,771,39%,61%
202223,AcademicYear,Multi-academy trusts,JOHN TAYLOR MAT,5690,TR01177,7421140,10057362,West Midlands,136323;142313;145889;147574,4,3,0,1,0,0,4,1,0,3,773,105,15%,85%,10%,13%,50.9,98%,0.28,0.18,0.38,53%,4.53,19%,30%,49%,40.6,97%,-0.05,-0.31,0.22,25%,3.47,6%,12%,32%,52.6,98%,0.33,0.22,0.44,57%,4.71,21%,33%,51%,Above average,136323;142313;143899;145889;147574,5,4,0,1,0,0,1018,15%,85%
